"","x14","x13","x12","x11","x10","x9","x8","x7","x6","x5","x4","x3","x2","x1","A","B","mk_pvalue","S","Class"
"75",10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,-0.0126618780681901,10.394919183526,0.0487449207397066,-37,"None"
"76",10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,-0.0107887738343877,10.3772455400192,0.125311111389424,-29,"None"
"77",10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,-0.0133596658914404,10.3842741188061,0.0626981162609826,-35,"None"
"78",10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,-0.0116521673583068,10.3659150405955,0.154629751965815,-27,"None"
"79",10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,-0.00061065320498516,10.2782289777222,0.912814027184075,-3,"None"
"80",10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,0.00822252849340049,10.2075094205921,0.324423690521579,19,"None"
"81",10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,0.0100746711008165,10.1966570974534,0.125311111389424,29,"None"
"82",10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,0.00562850647456971,10.227999437694,0.381074481609294,17,"None"
"83",10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,-0.00227784101977419,10.2781799521577,1,-1,"None"
"84",10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,-0.00639711338354051,10.2977956091027,0.511220344688192,-13,"None"
"85",10.3101186472843,10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,-0.0118047255960876,10.3411012457457,0.154629751965815,-27,"None"
"86",10.4051715183848,10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,-0.00904901106307021,10.3184683894638,0.324423690521579,-19,"None"
"87",10.2375282639659,10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,0.00205775554907726,10.2391544468809,0.826665969670155,5,"None"
"88",10.1695373248608,10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,0.000406336392083665,10.2500360579787,0.912814027184075,3,"None"
"89",10.3032028286637,10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,-0.00677580481430525,10.2988000341735,0.443421402864083,-15,"None"
"90",10.162654403027,10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,-0.00948780650235394,10.303864453291,0.273561411724749,-21,"None"
"91",10.2701771816929,10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,-0.0153689967099559,10.3440475584054,0.0798019286423907,-33,"None"
"92",10.4213880899741,10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,-0.0174312977170133,10.3479902790388,0.0626981162609826,-35,"None"
"93",10.3836580733425,10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,-0.0106593503713633,10.2827255355702,0.324423690521579,-19,"None"
"94",10.3220662997897,10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,-0.00484403827128616,10.2258216419071,0.826665969670155,-5,"None"
"95",10.1849377471114,10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,-0.00211443553094038,10.1917774828335,0.826665969670155,5,"None"
"96",10.0733569013908,10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,-0.011267109134056,10.2361533845783,0.826665969670155,-5,"None"
"97",10.1095663252237,10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,-0.0219994428145047,10.3018601552393,0.154629751965815,-27,"None"
"98",10.1825576481393,10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,-0.0256387562714604,10.324256416202,0.0487449207397066,-37,"None"
"99",10.2826086853047,10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,-0.0299218480008636,10.337888505007,0.0214887391196774,-43,"None"
"100",10.4609868164998,10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,-0.0219644594371924,10.2720809406034,0.154629751965815,-27,"None"
"101",10.2164718078501,10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,-0.010045675869528,10.1580809732766,0.584070366945506,-11,"None"
"102",10.0981081649171,10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,-0.0053604864527438,10.1140806564088,0.912814027184075,-3,"None"
"103",10.0893445190643,10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,-0.0118697702040926,10.1428992048726,0.381074481609294,-17,"None"
"104",10.1076929028301,10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,10.0163697095928,-0.0117720822544279,10.1369540588593,0.188887477539538,-25,"None"
"105",10.1088336648198,10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,10.0163697095928,9.95261099449568,-0.0125704117131873,10.1318642506333,0.125311111389424,-29,"None"
"106",10.2187361527057,10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,10.0163697095928,9.95261099449568,10.0299880361455,-0.010438682297307,10.1102444493946,0.154629751965815,-27,"None"
"107",10.1976113325674,10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,10.0163697095928,9.95261099449568,10.0299880361455,10.1568110723515,-0.000713704427984915,10.0328838953493,0.826665969670155,-5,"None"
"108",10.1320563604954,9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,10.0163697095928,9.95261099449568,10.0299880361455,10.1568110723515,10.0713720615323,0.00614593435998432,9.97241951365136,0.584070366945506,11,"None"
"109",9.84516964321161,9.86635665419792,10.0409860657218,9.92368225982165,10.1968285828396,10.1164595485288,10.0924122604637,9.81809304951918,10.0163697095928,9.95261099449568,10.0299880361455,10.1568110723515,10.0713720615323,9.95759687818316,0.00814859859290174,9.94493814031075,0.381074481609294,17,"None"
